Academic Year,No. of students graduating in minimum stipulated time,No. of students placed,Median salary of placed graduates per annum(Amount in Rs.),No. of students selected for Higher Studies,College,CollegeID,Batch
2018-19,950,675,800000(Eight Lakh ),59,R V College of Engineering,IR-E-C-1269,UG [4 Years Program(s)]
2019-20,1063,721,"850000(Eight Lakh
Fifty Thousand )",78,R V College of Engineering,IR-E-C-1269,UG [4 Years Program(s)]
2017-18,298,179,"500000(five lakhs
only)",6,R V College of Engineering,IR-E-C-1269,PG [2 Years Program(s)]
2018-19,299,164,600000(six lakhs only),4,R V College of Engineering,IR-E-C-1269,PG [2 Years Program(s)]
2019-20,243,160,"650000(six lakhs fifty
thousand only)",2,R V College of Engineering,IR-E-C-1269,PG [2 Years Program(s)]
2017-18,571,429,"1330000(Thirteen lakh
thirty thousand)",57,Indian Institute of Technology Guwahati,IR-E-U-0053,UG [4 Years Program(s)]
2018-19,612,478,1500000(Fifteen lakh),42,Indian Institute of Technology Guwahati,IR-E-U-0053,UG [4 Years Program(s)]
2019-20,606,491,"1800000(Eighteen
lakh)",51,Indian Institute of Technology Guwahati,IR-E-U-0053,UG [4 Years Program(s)]
2017-18,502,164,900000(Nine lakh),92,Indian Institute of Technology Guwahati,IR-E-U-0053,PG [2 Years Program(s)]
2018-19,525,175,800000(Eight lakh),109,Indian Institute of Technology Guwahati,IR-E-U-0053,PG [2 Years Program(s)]
2019-20,540,196,1300000(Thirteen lakh),121,Indian Institute of Technology Guwahati,IR-E-U-0053,PG [2 Years Program(s)]
2017-18,820,651,"710000(Seven lakh ten
thousand)",73,National Institute of Technology Karnataka,IR-E-U-0237,UG [4 Years Program(s)]
2018-19,787,684,800000(Eight lakh),92,National Institute of Technology Karnataka,IR-E-U-0237,UG [4 Years Program(s)]
2019-20,756,629,"986000(Nine lakh
Eighty six thousand)",57,National Institute of Technology Karnataka,IR-E-U-0237,UG [4 Years Program(s)]
2017-18,460,415,700000(Seven Lakh),27,National Institute of Technology Karnataka,IR-E-U-0237,PG [2 Years Program(s)]
2018-19,461,426,"710000(Seven Lakh
Ten Thousand)",23,National Institute of Technology Karnataka,IR-E-U-0237,PG [2 Years Program(s)]
2019-20,488,322,"930000(Nine Lakh
Thirty Thousand)",129,National Institute of Technology Karnataka,IR-E-U-0237,PG [2 Years Program(s)]
2017-18,654,589,"1100000(Rupees
Eleven Lakh Only)",41,Indian Institute of Technology Banaras Hindu University Varanasi,IR-E-U-0701,UG [4 Years Program(s)]
2018-19,754,699,"1360000(Rupees
Thirteen Lakh Sixty
Thousand Only)",35,Indian Institute of Technology Banaras Hindu University Varanasi,IR-E-U-0701,UG [4 Years Program(s)]
2019-20,751,680,"1348000(Rupees
Thirteen Lakh Forty
Eight Thousand Only)",25,Indian Institute of Technology Banaras Hindu University Varanasi,IR-E-U-0701,UG [4 Years Program(s)]
2017-18,212,150,"625000(Rupees Six
Lakh Twenty Five
Thousand Only)",49,Indian Institute of Technology Banaras Hindu University Varanasi,IR-E-U-0701,PG [2 Years Program(s)]
2018-19,252,195,"809000(Rupees Eight
Lakh Nine Thousand
Only)",57,Indian Institute of Technology Banaras Hindu University Varanasi,IR-E-U-0701,PG [2 Years Program(s)]
2019-20,293,190,"1508000(Rupees
Fifteen Lakh Eight
Thousand Only)",52,Indian Institute of Technology Banaras Hindu University Varanasi,IR-E-U-0701,PG [2 Years Program(s)]
2017-18,1004,635,"636000(Six Lakhs
Thirty six Thousand)",131,B M S College of Engineering,IR-E-C-1262,UG [4 Years Program(s)]
2018-19,1019,571,700000(Seven Lakhs ),137,B M S College of Engineering,IR-E-C-1262,UG [4 Years Program(s)]
2019-20,1157,700,"760000(Seven Lakhs
Sixty Thousand)",101,B M S College of Engineering,IR-E-C-1262,UG [4 Years Program(s)]
2017-18,182,165,"550000(Five Lakhs
Fifty Thousand)",9,B M S College of Engineering,IR-E-C-1262,PG [2 Years Program(s)]
2018-19,165,129,"570000(Five Lakhs
Seventy Thousand)",5,B M S College of Engineering,IR-E-C-1262,PG [2 Years Program(s)]
2019-20,149,123,600000(Six Lakhs),8,B M S College of Engineering,IR-E-C-1262,PG [2 Years Program(s)]
2017-18,1559,804,"550000(Five Lakh Fifty
Thousand )",318,Manipal Institute of Technology,IR-E-C-7252,UG [4 Years Program(s)]
2018-19,1711,545,"550000(Five Lakh Fifty
Thousand )",210,Manipal Institute of Technology,IR-E-C-7252,UG [4 Years Program(s)]
2019-20,1633,718,"720000(Seven Lakh
Twenty Thousand )",197,Manipal Institute of Technology,IR-E-C-7252,UG [4 Years Program(s)]
2017-18,407,170,"555000(Five Lakhs
Fifty Five Thousand)",17,Manipal Institute of Technology,IR-E-C-7252,PG [2 Years Program(s)]
2018-19,391,194,"631000(Six Lakhs
Thirty One Thousand)",18,Manipal Institute of Technology,IR-E-C-7252,PG [2 Years Program(s)]
2019-20,374,164,"764000(Seven Lakhs
Sixty Four Thousand)",12,Manipal Institute of Technology,IR-E-C-7252,PG [2 Years Program(s)]
2017-18,1743,1084,"335000(Three Lakhs
Thirty Five Thousand)",475,Amrita Vishwa Vidyapeetham,IR-E-U-0436,UG [4 Years Program(s)]
2018-19,1768,1199,400000(Four Lakhs),343,Amrita Vishwa Vidyapeetham,IR-E-U-0436,UG [4 Years Program(s)]
2019-20,2101,1569,"450000(Four Lakhs
Fifty Thousand)",366,Amrita Vishwa Vidyapeetham,IR-E-U-0436,UG [4 Years Program(s)]
2017-18,645,237,"435000(Four Lakhs
Thirty Five Thousand)",210,Amrita Vishwa Vidyapeetham,IR-E-U-0436,PG [2 Years Program(s)]
2018-19,632,294,"485000(Four Lakhs
Eighty Five Thousand)",265,Amrita Vishwa Vidyapeetham,IR-E-U-0436,PG [2 Years Program(s)]
2019-20,337,218,400000(Four Lakhs ),15,Amrita Vishwa Vidyapeetham,IR-E-U-0436,PG [2 Years Program(s)]
2017-18,119,107,"2035000(Twenty Lakh
Thirty Five Thousand )",12,International Institute of Information Technology Hyderabad,IR-E-U-0014,UG [4 Years Program(s)]
2018-19,134,113,"2210000(Twenty Two
Lakh Ten Thousand )",13,International Institute of Information Technology Hyderabad,IR-E-U-0014,UG [4 Years Program(s)]
2019-20,114,106,"2100000(Twenty One
Lakh )",6,International Institute of Information Technology Hyderabad,IR-E-U-0014,UG [4 Years Program(s)]
2017-18,56,53,"2250000(Twenty Two
Lakh Fifty Thousand)",3,International Institute of Information Technology Hyderabad,IR-E-U-0014,UG [5 Years Program(s)]
2018-19,87,73,"1875000(Eighteen
Lakh Seventy Five
Thousand)",11,International Institute of Information Technology Hyderabad,IR-E-U-0014,UG [5 Years Program(s)]
2019-20,67,66,"2200000(Twenty Two
Lakhs)",1,International Institute of Information Technology Hyderabad,IR-E-U-0014,UG [5 Years Program(s)]
2017-18,110,107,"1625000(Sixteen
Lakhs Twenty Five
Thousand)",0,International Institute of Information Technology Hyderabad,IR-E-U-0014,PG [2 Years Program(s)]
2018-19,107,102,"1900000(Nineteen
Lakhs)",0,International Institute of Information Technology Hyderabad,IR-E-U-0014,PG [2 Years Program(s)]
2019-20,141,136,"1600000(Sixteen
Lakhs)",5,International Institute of Information Technology Hyderabad,IR-E-U-0014,PG [2 Years Program(s)]
2017-18,1551,1110,400000(Four Lakh),50,University of Petroleum and Energy Studies,IR-E-U-0564,UG [4 Years Program(s)]
2018-19,1802,1298,400000(Four Lakh),76,University of Petroleum and Energy Studies,IR-E-U-0564,UG [4 Years Program(s)]
2019-20,1842,1360,"450000(Four Lakh Fifty
Thousand)",74,University of Petroleum and Energy Studies,IR-E-U-0564,UG [4 Years Program(s)]
2017-18,185,77,"450000(Four Lakh Fifty
Thousand)",17,University of Petroleum and Energy Studies,IR-E-U-0564,PG [2 Years Program(s)]
2018-19,155,94,"510000(Five Lakh Ten
Thousand)",2,University of Petroleum and Energy Studies,IR-E-U-0564,PG [2 Years Program(s)]
2019-20,146,98,"525000(Five Lakh
Twenty Five
Thousand)",6,University of Petroleum and Energy Studies,IR-E-U-0564,PG [2 Years Program(s)]
2017-18,761,442,"670000(Six Lakh
Seventy Thousand )",56,National Institute of Technology Raipur,IR-E-U-0092,UG [4 Years Program(s)]
2018-19,753,466,"650000(six lakh and
fifty thousand)",77,National Institute of Technology Raipur,IR-E-U-0092,UG [4 Years Program(s)]
2019-20,754,464,"810000(Eight Lakh
Ten Thousand )",129,National Institute of Technology Raipur,IR-E-U-0092,UG [4 Years Program(s)]
2017-18,87,7,600000(six lakh),14,National Institute of Technology Raipur,IR-E-U-0092,PG [2 Years Program(s)]
2018-19,115,22,"547500(five lakh forty
seven thousand five
hundred)",2,National Institute of Technology Raipur,IR-E-U-0092,PG [2 Years Program(s)]
2019-20,99,14,"615000(six lakh fifteen
thousand)",23,National Institute of Technology Raipur,IR-E-U-0092,PG [2 Years Program(s)]
2017-18,15,9,"420000(four lakh
twenty thousand)",3,National Institute of Technology Raipur,IR-E-U-0092,PG [3 Years Program(s)]
2018-19,14,0,0(Zero),1,National Institute of Technology Raipur,IR-E-U-0092,PG [3 Years Program(s)]
2019-20,11,0,0(Zero),8,National Institute of Technology Raipur,IR-E-U-0092,PG [3 Years Program(s)]
2017-18,728,525,"315000(Rupees Three
Lakh Fifteen Thousand
Only)",96,Vel Tech Rangarajan Dr Sagunthala R D Institute of Science and Technology,IR-E-U-0489,UG [4 Years Program(s)]
2018-19,505,353,"415000(Rupees Four
Lakh Fifteen Thousand
Only)",61,Vel Tech Rangarajan Dr Sagunthala R D Institute of Science and Technology,IR-E-U-0489,UG [4 Years Program(s)]
2019-20,916,728,"420000(Rupees Four
Lakh Fifty Thousand
Only)",65,Vel Tech Rangarajan Dr Sagunthala R D Institute of Science and Technology,IR-E-U-0489,UG [4 Years Program(s)]
2017-18,90,64,"450000(Rupees Four
Lakh Fifty Thousand
Only)",4,Vel Tech Rangarajan Dr Sagunthala R D Institute of Science and Technology,IR-E-U-0489,PG [2 Years Program(s)]
2018-19,124,93,"500000(Rupees Five
Lakh Only)",5,Vel Tech Rangarajan Dr Sagunthala R D Institute of Science and Technology,IR-E-U-0489,PG [2 Years Program(s)]
2017-18,511,366,"650000(Six Lacs Fifty
Thousand)",41,Punjab Engineering College Deemed to be University Chandigarh,IR-E-U-0080,UG [4 Years Program(s)]
2018-19,487,419,700000(Seven Lacs),54,Punjab Engineering College Deemed to be University Chandigarh,IR-E-U-0080,UG [4 Years Program(s)]
2019-20,640,533,"871000(Eight Lakh
Seventy One
Thousand )",46,Punjab Engineering College Deemed to be University Chandigarh,IR-E-U-0080,UG [4 Years Program(s)]
2017-18,192,97,"490000(Four Lacs
Ninety Thousand)",19,Punjab Engineering College Deemed to be University Chandigarh,IR-E-U-0080,PG [2 Years Program(s)]
2018-19,190,116,"625000(Six Lacs
Twenty Five
Thousand)",27,Punjab Engineering College Deemed to be University Chandigarh,IR-E-U-0080,PG [2 Years Program(s)]
2017-18,892,485,"367000(Three Lakh
Sixty Seven Thousand)",65,Manipal University Jaipur,IR-E-U-0749,UG [4 Years Program(s)]
2018-19,913,623,"412000(Four Lakh
Twelve Thousand)",107,Manipal University Jaipur,IR-E-U-0749,UG [4 Years Program(s)]
2019-20,1151,780,"450000(Four Lakh Fifty
Thousand)",139,Manipal University Jaipur,IR-E-U-0749,UG [4 Years Program(s)]
2017-18,14,0,0(Zero),4,Manipal University Jaipur,IR-E-U-0749,PG [2 Years Program(s)]
2018-19,23,4,600000(Six Lakh),7,Manipal University Jaipur,IR-E-U-0749,PG [2 Years Program(s)]
2019-20,10,4,600000(Six Lakh),3,Manipal University Jaipur,IR-E-U-0749,PG [2 Years Program(s)]
2017-18,143,120,1200000(Twelve Lakh),23,Indraprastha Institute of Information Technology Delhi,IR-E-U-0105,UG [4 Years Program(s)]
2018-19,156,132,"1300000(Thirteen
Lakh)",16,Indraprastha Institute of Information Technology Delhi,IR-E-U-0105,UG [4 Years Program(s)]
2019-20,223,191,1500000(Fifteen Lakh),14,Indraprastha Institute of Information Technology Delhi,IR-E-U-0105,UG [4 Years Program(s)]
2017-18,105,96,1000000(Ten lakh),5,Indraprastha Institute of Information Technology Delhi,IR-E-U-0105,PG [2 Years Program(s)]
2018-19,114,108,1500000(Fifteen Lakh),5,Indraprastha Institute of Information Technology Delhi,IR-E-U-0105,PG [2 Years Program(s)]
2019-20,206,195,"1400000(Fourteen
Lakh)",6,Indraprastha Institute of Information Technology Delhi,IR-E-U-0105,PG [2 Years Program(s)]
2017-18,1176,826,"380000(Three lakhs
eighty thousand)",187,Kumaraguru College of Technology,IR-E-C-36926,UG [4 Years Program(s)]
2018-19,1174,939,"338000(Three lakh and
thirty eight thousand)",192,Kumaraguru College of Technology,IR-E-C-36926,UG [4 Years Program(s)]
2019-20,1001,791,400000(Four lakhs),99,Kumaraguru College of Technology,IR-E-C-36926,UG [4 Years Program(s)]
2017-18,108,56,300000(Three lakhs),5,Kumaraguru College of Technology,IR-E-C-36926,PG [2 Years Program(s)]
2018-19,80,36,300000(Three lakhs),7,Kumaraguru College of Technology,IR-E-C-36926,PG [2 Years Program(s)]
2017-18,67,57,"380000(Three lakhs
eighty thousand)",4,Kumaraguru College of Technology,IR-E-C-36926,PG [3 Years Program(s)]
2018-19,62,57,300000(Three lakhs),2,Kumaraguru College of Technology,IR-E-C-36926,PG [3 Years Program(s)]
2019-20,59,29,"350000(Three lakhs
fifty thousand)",1,Kumaraguru College of Technology,IR-E-C-36926,PG [3 Years Program(s)]
2017-18,81,51,"537000(Five Lakh
Thirty Seven Thousand
only)",18,National Institute of Technology Goa,IR-E-U-0620,UG [4 Years Program(s)]
2018-19,66,53,"640000(Six Lakh Forty
Thousand only)",9,National Institute of Technology Goa,IR-E-U-0620,UG [4 Years Program(s)]
2019-20,69,54,"650000(Six Lakh Fifty
Thousand only)",15,National Institute of Technology Goa,IR-E-U-0620,UG [4 Years Program(s)]
2017-18,41,20,"480000(Four Lakh
Eighty Thousand only)",8,National Institute of Technology Goa,IR-E-U-0620,PG [2 Years Program(s)]
2018-19,40,19,"420000(Four Lakh
Twenty Thousand
only)",2,National Institute of Technology Goa,IR-E-U-0620,PG [2 Years Program(s)]
2017-18,701,514,600000(Six Lakh),95,Dr B R Ambedkar National Institute of Technology,IR-E-U-0374,UG [4 Years Program(s)]
2018-19,685,490,600000(Six Lakh),104,Dr B R Ambedkar National Institute of Technology,IR-E-U-0374,UG [4 Years Program(s)]
2019-20,681,438,"628000(Six Lakh
Twenty Eight
Thousand )",22,Dr B R Ambedkar National Institute of Technology,IR-E-U-0374,UG [4 Years Program(s)]
2017-18,144,68,"660000(SIX LAKH
SIXTY THOUSAND )",64,Dr B R Ambedkar National Institute of Technology,IR-E-U-0374,PG [2 Years Program(s)]
2018-19,175,71,"530000(Five Lakh
Thirty Thousand)",89,Dr B R Ambedkar National Institute of Technology,IR-E-U-0374,PG [2 Years Program(s)]
2019-20,168,43,"650000(Six Lakh Fifty
Thousand)",21,Dr B R Ambedkar National Institute of Technology,IR-E-U-0374,PG [2 Years Program(s)]
2017-18,326,278,"775000(Seven Lac
Seventy Five
Thousand)",23,Jamia Millia Islamia,IR-E-U-0108,UG [4 Years Program(s)]
2018-19,342,235,"720000(Seven Lac
Twenty Thousand)",81,Jamia Millia Islamia,IR-E-U-0108,UG [4 Years Program(s)]
2019-20,347,244,"660000(Six Lac Sixty
Thousand)",88,Jamia Millia Islamia,IR-E-U-0108,UG [4 Years Program(s)]
2017-18,91,72,"612500(Six Lac
Twelve Thousand Five
Hundred)",19,Jamia Millia Islamia,IR-E-U-0108,PG [2 Years Program(s)]
2018-19,119,76,700000(Seven Lac),37,Jamia Millia Islamia,IR-E-U-0108,PG [2 Years Program(s)]
2019-20,125,73,600000(Six Lac),35,Jamia Millia Islamia,IR-E-U-0108,PG [2 Years Program(s)]
2017-18,654,431,"1306000(Thirteen Lakh
Six Thousand Only)",70,Indian Institute of Technology Delhi,IR-E-I-1074,UG [4 Years Program(s)]
2018-19,615,495,"1570000(Fifteen Lakh
Seventy Thousand
Only)",78,Indian Institute of Technology Delhi,IR-E-I-1074,UG [4 Years Program(s)]
2019-20,650,511,"1550000(Fifteen Lakh
Fifty Thousand Only)",90,Indian Institute of Technology Delhi,IR-E-I-1074,UG [4 Years Program(s)]
2017-18,145,109,"1500000(Fifteen Lakh
Only)",15,Indian Institute of Technology Delhi,IR-E-I-1074,UG [5 Years Program(s)]
2018-19,92,92,"1580000(Fifteen Lakh
Eighty Thousand Only)",0,Indian Institute of Technology Delhi,IR-E-I-1074,UG [5 Years Program(s)]
2019-20,88,84,"1810000(Eighteen
Lakh Ten Thousand
Only)",4,Indian Institute of Technology Delhi,IR-E-I-1074,UG [5 Years Program(s)]
2017-18,649,219,"1200000(Twelve Lakh
Only)",87,Indian Institute of Technology Delhi,IR-E-I-1074,PG [2 Years Program(s)]
2018-19,635,243,"1000000(Ten Lakh
Only)",91,Indian Institute of Technology Delhi,IR-E-I-1074,PG [2 Years Program(s)]
2019-20,653,322,"1100000(Eleven Lakh
Only)",190,Indian Institute of Technology Delhi,IR-E-I-1074,PG [2 Years Program(s)]
2017-18,110,86,"950000(Nine Lakh Fifty
Thousand)",3,Indian Institute of Technology Mandi,IR-E-U-0184,UG [4 Years Program(s)]
2018-19,128,85,1000000(Ten Lakh),17,Indian Institute of Technology Mandi,IR-E-U-0184,UG [4 Years Program(s)]
2017-18,0,0,0(Zero),0,Indian Institute of Technology Mandi,IR-E-U-0184,UG [5 Years Program(s)]
2018-19,0,0,0(Zero),0,Indian Institute of Technology Mandi,IR-E-U-0184,UG [5 Years Program(s)]
2019-20,0,0,0(Zero),0,Indian Institute of Technology Mandi,IR-E-U-0184,UG [5 Years Program(s)]
2017-18,12,8,"1225000(Twelve Lakh
Twenty Five
Thousand)",3,Indian Institute of Technology Mandi,IR-E-U-0184,PG [2 Years Program(s)]
2018-19,59,20,800000(Eight Lakh),21,Indian Institute of Technology Mandi,IR-E-U-0184,PG [2 Years Program(s)]
2019-20,172,59,800000(Eight Lakh),62,Indian Institute of Technology Mandi,IR-E-U-0184,PG [2 Years Program(s)]
2017-18,8,3,700000(Seven Lakh),3,Indian Institute of Technology Mandi,IR-E-U-0184,PG [3 Years Program(s)]
2018-19,5,1,"1150000(Eleven Lakh
Fifty Thousand)",3,Indian Institute of Technology Mandi,IR-E-U-0184,PG [3 Years Program(s)]
2019-20,6,4,800000(Eight Lakh),2,Indian Institute of Technology Mandi,IR-E-U-0184,PG [3 Years Program(s)]
2017-18,0,0,0(Zero),0,Indian Institute of Technology Mandi,IR-E-U-0184,PG-Integrated [5 Years Program(s)]
2018-19,0,0,0(Zero),0,Indian Institute of Technology Mandi,IR-E-U-0184,PG-Integrated [5 Years Program(s)]
2019-20,0,0,0(Zero),0,Indian Institute of Technology Mandi,IR-E-U-0184,PG-Integrated [5 Years Program(s)]
2017-18,892,865,"395000(Three Lakh
Ninety Five Thousand
Only)",27,C V Raman Global University Odisha,IR-E-C-30045,UG [4 Years Program(s)]
2018-19,938,883,"420000(Four Lakh
Twenty Thousand
only)",48,C V Raman Global University Odisha,IR-E-C-30045,UG [4 Years Program(s)]
2019-20,937,627,"380000(Three Lakh
Eight Thousand only )",287,C V Raman Global University Odisha,IR-E-C-30045,UG [4 Years Program(s)]
2017-18,13,13,"345000(Three Lakh
Fourty Five Thousand
Only)",0,C V Raman Global University Odisha,IR-E-C-30045,PG [2 Years Program(s)]
2018-19,77,58,"340000(Three Lakh
Forty Thousand only)",19,C V Raman Global University Odisha,IR-E-C-30045,PG [2 Years Program(s)]
2017-18,1477,1283,700000(Seven lakhs),194,Delhi Technological University,IR-E-U-0098,UG [4 Years Program(s)]
2018-19,1495,1306,900000(Nine Lakhs),189,Delhi Technological University,IR-E-U-0098,UG [4 Years Program(s)]
2019-20,1726,1528,"1100000(Eleven
Lakhs)",198,Delhi Technological University,IR-E-U-0098,UG [4 Years Program(s)]
2017-18,270,200,1000000(Ten Lakhs),65,Delhi Technological University,IR-E-U-0098,PG [2 Years Program(s)]
2018-19,232,196,1000000(Ten Lakhs),36,Delhi Technological University,IR-E-U-0098,PG [2 Years Program(s)]
2019-20,250,201,1000000(Ten Lakhs),49,Delhi Technological University,IR-E-U-0098,PG [2 Years Program(s)]
2017-18,689,567,"650000(Six Lakh Fifty
Thousand)",65,National Institute of Technology Kurukshetra,IR-E-U-0172,UG [4 Years Program(s)]
2018-19,721,542,"650000(Six lakh Fifty
thousand)",150,National Institute of Technology Kurukshetra,IR-E-U-0172,UG [4 Years Program(s)]
2019-20,707,423,800000(Eight Lakh),178,National Institute of Technology Kurukshetra,IR-E-U-0172,UG [4 Years Program(s)]
2017-18,283,105,500000(Five lakh only),32,National Institute of Technology Kurukshetra,IR-E-U-0172,PG [2 Years Program(s)]
2018-19,307,139,"525000(Five Lakh
twenty five Thousand)",35,National Institute of Technology Kurukshetra,IR-E-U-0172,PG [2 Years Program(s)]
2019-20,294,92,"650000(Six lakh Fifty
Thousand)",75,National Institute of Technology Kurukshetra,IR-E-U-0172,PG [2 Years Program(s)]
2017-18,522,405,"410000(Four Lakhs
Ten Thousand)",36,College of Engineering Trivandrum,IR-E-C-43708,UG [4 Years Program(s)]
2018-19,536,336,400000(Four Lakhs ),17,College of Engineering Trivandrum,IR-E-C-43708,UG [4 Years Program(s)]
2019-20,532,440,"550000(Five Lakhs
Fifty thousand )",49,College of Engineering Trivandrum,IR-E-C-43708,UG [4 Years Program(s)]
2017-18,353,262,"360000(Three Lakhs
Sixty Thousand)",5,College of Engineering Trivandrum,IR-E-C-43708,PG [2 Years Program(s)]
2018-19,372,133,400000(Four Lakhs),17,College of Engineering Trivandrum,IR-E-C-43708,PG [2 Years Program(s)]
2019-20,362,204,500000(Five Lakhs),8,College of Engineering Trivandrum,IR-E-C-43708,PG [2 Years Program(s)]
2017-18,787,709,"530000(Rupees Five
Lakh Thirty Thousand
only)",68,Jadavpur University,IR-E-U-0575,UG [4 Years Program(s)]
2018-19,890,748,"830000(Rupees Eight
Lakh Thirty Thousand
only)",132,Jadavpur University,IR-E-U-0575,UG [4 Years Program(s)]
2019-20,1003,853,"950000(Rupees Nine
Lakh Fifty Thousand
only)",150,Jadavpur University,IR-E-U-0575,UG [4 Years Program(s)]
Academic Year,"No. of students
graduating in
minimum stipulated
time","No. of students
placed","Median salary of
placed
graduates(Amount in
Rs.)","No. of students
selected for Higher
Studies",Jadavpur University,IR-E-U-0575,UG [4 Years Program(s)]
2017-18,304,96,"432000(Rupees Four
Lakh Thirty Two
Thousand only)",73,Jadavpur University,IR-E-U-0575,PG [2 Years Program(s)]
2018-19,410,369,"810000(Rupees Eight
Lakh Ten Thousand
only)",30,Jadavpur University,IR-E-U-0575,PG [2 Years Program(s)]
2019-20,417,379,"820000(Rupees Eight
Lakh Twenty
Thousand only)",38,Jadavpur University,IR-E-U-0575,PG [2 Years Program(s)]
2017-18,139,0,0(Zero),0,Jadavpur University,IR-E-U-0575,PG [3 Years Program(s)]
2018-19,138,116,"916000(Rupees Nine
Lakh Sixteen
Thousand only)",15,Jadavpur University,IR-E-U-0575,PG [3 Years Program(s)]
2019-20,127,108,"896000(Rupees Eight
Lakh Ninety Six
Thousand only)",19,Jadavpur University,IR-E-U-0575,PG [3 Years Program(s)]
2017-18,663,420,600000(Six Lakh),110,Visvesvaraya National Institute of Technology,IR-E-U-0334,UG [4 Years Program(s)]
2018-19,678,437,600000(Six Lakh),178,Visvesvaraya National Institute of Technology,IR-E-U-0334,UG [4 Years Program(s)]
2019-20,660,498,"853000(Eight Lakh
Fifty Three Thousand)",154,Visvesvaraya National Institute of Technology,IR-E-U-0334,UG [4 Years Program(s)]
2017-18,342,135,"540000(Five Lakh
Forty Thousand)",72,Visvesvaraya National Institute of Technology,IR-E-U-0334,PG [2 Years Program(s)]
2018-19,318,123,600000(Six Lakh),92,Visvesvaraya National Institute of Technology,IR-E-U-0334,PG [2 Years Program(s)]
2019-20,256,109,"840000(Eight lakh
Forty Thousand)",96,Visvesvaraya National Institute of Technology,IR-E-U-0334,PG [2 Years Program(s)]
2017-18,716,390,"325000(Three Lakh
Twenty Five Thousand
)",65,Graphic Era University,IR-E-U-0555,UG [4 Years Program(s)]
2018-19,724,504,"380000(Three Lakh
Eighty Thousand )",65,Graphic Era University,IR-E-U-0555,UG [4 Years Program(s)]
2019-20,659,496,"380000(Three Lakh
Eighty Thousand )",22,Graphic Era University,IR-E-U-0555,UG [4 Years Program(s)]
2017-18,51,32,"350000(three lakh fifty
thousand only)",12,Graphic Era University,IR-E-U-0555,PG [2 Years Program(s)]
2018-19,38,22,"350000(three lakh fifty
thousand only)",14,Graphic Era University,IR-E-U-0555,PG [2 Years Program(s)]
2017-18,1160,943,"395000(Three Lakh
Ninety Five Thousand )",170,Sri Krishna College of Engineering and Technology,IR-E-C-36995,UG [4 Years Program(s)]
2018-19,1189,998,"462000(Four Lakh
Sixty Two Thousand )",191,Sri Krishna College of Engineering and Technology,IR-E-C-36995,UG [4 Years Program(s)]
2019-20,1141,977,"480000(Four Lakh
Eighty Thousand )",164,Sri Krishna College of Engineering and Technology,IR-E-C-36995,UG [4 Years Program(s)]
2017-18,24,24,400000(Four Lakhs),0,Sri Krishna College of Engineering and Technology,IR-E-C-36995,PG [2 Years Program(s)]
2018-19,53,51,"462000(Four Lakh
Sixty Two Thousand )",2,Sri Krishna College of Engineering and Technology,IR-E-C-36995,PG [2 Years Program(s)]
2019-20,55,52,"480000(Four Lakh
Eighty Thousand)",3,Sri Krishna College of Engineering and Technology,IR-E-C-36995,PG [2 Years Program(s)]
2017-18,109,69,"882300(Eight Lakh
Eighty Two Thousand
Three Hundred only)",4,Indian Institute of Space Science and Technology,IR-E-U-0255,UG [4 Years Program(s)]
2018-19,114,91,"913668(Nine Lakh
Thirteen Thousand Six
Hundred Sixty Eight
only)",3,Indian Institute of Space Science and Technology,IR-E-U-0255,UG [4 Years Program(s)]
2019-20,113,82,"913668(Nine Lakh
Thirteen Thousand Six
Hundred Sixty Eight
only)",7,Indian Institute of Space Science and Technology,IR-E-U-0255,UG [4 Years Program(s)]
2017-18,65,19,"800000(Eight Lakh
only)",10,Indian Institute of Space Science and Technology,IR-E-U-0255,PG [2 Years Program(s)]
2018-19,69,23,"800000(Eight Lakh
only)",9,Indian Institute of Space Science and Technology,IR-E-U-0255,PG [2 Years Program(s)]
2019-20,69,15,"800000(Eight Lakh
only)",21,Indian Institute of Space Science and Technology,IR-E-U-0255,PG [2 Years Program(s)]
2017-18,175,173,"1414000(Fourteen
lakhs Fourteen
Thousand)",1,International Institute of Information Technology Bangalore,IR-E-U-0221,PG [2 Years Program(s)]
2018-19,160,158,"1747000(Seventeen
Lakhs Forty Seven
Thousand)",0,International Institute of Information Technology Bangalore,IR-E-U-0221,PG [2 Years Program(s)]
2019-20,159,155,"2423889(Twenty four
lakhs twenty three
thousand eight
hundred eighty nine)",0,International Institute of Information Technology Bangalore,IR-E-U-0221,PG [2 Years Program(s)]
2017-18,56,45,"1414000(Fourteen
lakhs fourteen
thousand)",11,International Institute of Information Technology Bangalore,IR-E-U-0221,PG-Integrated [5 Years Program(s)]
2018-19,59,45,"1747000(Seventeen
lakhs forty seven
thousand)",10,International Institute of Information Technology Bangalore,IR-E-U-0221,PG-Integrated [5 Years Program(s)]
2019-20,61,49,"2423889(Twenty four
lakhs twenty three
thousand eight
hundred eighty nine)",5,International Institute of Information Technology Bangalore,IR-E-U-0221,PG-Integrated [5 Years Program(s)]
2017-18,789,354,"1400000(Fourteen
Lakhs)",387,Indian Institute of Technology Kanpur,IR-E-I-1075,UG [4 Years Program(s)]
2018-19,770,437,"1500000(Fifteen
Lakhs)",301,Indian Institute of Technology Kanpur,IR-E-I-1075,UG [4 Years Program(s)]
